# BL Add MS 32270 f. 42 (DECODE R7931): reconstructed Italian nomenclator, Count Visconti (Brussels) with Marquis Visconti (London), 1727
# Transcribed from the DECODE image, 21 Sept 2026. Blank = no value on the sheet. [?] = doubtful reading. "dotted" = dotted underline on the sheet (value doubtful to the decipherer).
1	Walpole
2	e
3	Maestà
4	a
5	ga
7	z
8	mm
9	t
10	ff
11	i
13	e
14	c
15	k
16	m
17	p
18	r
19	x
21	Vienna
22	Sinzendorff
23	Paese
24	Francia
26	Ambasciadore
27	Governo (dotted)
31	ordine
33	Rialso [?] (dotted)
37	a
38	g
39	nn
40	s
41	uu
42	be
43	fe
44	le
45	pe
46	se
47	ze
48	da
49	ha
50	na
51	ra
52	ua
53	ce
54	ge
55	me
56	que
57	te
58	bu
59	fu
60	lu
61	pu
62	su
64	cu
65	gu
66	mu
67	tu
68	du
69	hu
70	nu
71	ru
72	uu
73	b
74	f
75	l
76	n
77	rr
78	u
79	y
80	ça
81	ma
82	qua
83	ta
84	di
85	hi
86	ni
87	ri
88	ui
90	b
91	d
92	m
93	o
94	u
95	ba
96	fa
97	la
98	pa
99	sa
100	za
101	c
102	h .. g
104	tt
105	bi
106	fi
107	li
108	pi
109	si
110	zi
111	d
112	o
113	ss
114	u
115	bo
116	fo
117	lo
118	po
119	so
120	zo
121	ci
122	gi
123	mi
124	qui
125	ti
126	e
127	g
128	ll
129	pp
130	f
131	i
132	l
133	n
134	p
135	r
136	t
137	q
138	de
139	he
140	ne
141	re
142	ue
143	ro
144	uo
145	M.a Imp.le - Altezza (dotted)
146	Ostenda
148	Monsieur
150	(Title) Barone (dotted)
151	Conte
152	Inghilterra
153	n - o
158	Marchese
159	Principe
160	s
161	co
162	go
163	mo
164	quo
165	to
166	do
167	ho
168	no
169	(p.n. of a country)
170	Townshend
171	Ollanda
172	Imperadore struck out; Reggenza [?] written beside
173	dispaccio
174	guerra
177	Richelieu
180	Milord
181	Alleanza
184	Londra
185	Rè
189	Annover
192	Spagna
196	p.n. of a place (Londra struck out)
197	Congresso
201	Parlamento
203	Trattato
204	progetto (dotted)
207	Regno
208	Commercio
209	Francese
210	inuiato
211	Milord struck out; My Lady - Madama
212	Ministro
214	Duca
218	Imperadore
220	Parigi
222	Stato
224	Madrid
225	Lettere
227	Impero
228	Corriere
230	Duchessa
232	p.n. of a Place (Amsterdam)
235	altro
239	Regina
240	Eccellenza
242	Contessa - Principessa
243	America
247	Pace
249	consiglio
254	Staremberg
256	Camara bassa (dotted)
259	Segretario
261	Arciduchessa (dotted)
