# R5017 syllabary, numbers 1-400. <n>=errans (null), <.>=punctum, <,>=comma, <:>=duo puncta, <;>=punctum cum comma, <del-prev>/<del-next>=annullat praecedentia/sequentia
1	ne
2	te
3	zu
4	ti
5	schli
6	ni
7	st
8	ne
9	si
10	es
11	me
12	so
13	schlo
14	te
15	tra
16	bi
17	ne
18	ul
19	wa
20	ri
21	be
22	zt
23	na
24	es
25	i
26	re
27	wi
28	zi
29	ro
30	to
31	el
32	pl
33	<n>
34	zt
35	po
36	fe
37	<n>
38	fa
39	us
40	di
41	we
42	vo
43	wi
44	lo
45	ni
46	me
47	an
48	de
49	le
50	er
51	gr
52	mi
53	nd
54	sa
55	schle
56	so
57	sch
58	li
59	a
60	ab
61	l
62	se
63	u
64	re
65	n
66	la
67	el
68	en
69	o
70	he
71	mi
72	schla
73	ta
74	he
75	ti
76	fi
77	<:>
78	bo
79	cu
80	no
81	po
82	sa
83	xo
84	<.>
85	wa
86	<,>
87	we
88	t
89	de
90	er
91	ge
92	et
93	x
94	le
95	el
96	r
97	en
98	nd
99	h
100	<n>
101	ol
102	of
103	b
104	ak
105	bt
106	cr
107	kt
108	la
109	eg
110	nf
111	spre
112	su
113	<;>
114	ud
115	xe
116	je
117	uf
118	<,>
119	<n>
120	l
121	f
122	no
123	op
124	pl
125	schlu
126	xi
127	va
128	un
129	wo
130	<n>
131	ot
132	gl
133	hn
134	ap
135	a
136	ce
137	ga
138	fn
139	gi
140	fe
141	ip
142	at
143	c
144	pu
145	quu
146	ah
147	ic
148	qui
149	i
150	iu
151	bu
152	di
153	ek
154	al
155	ik
156	bi
157	fs
158	lp
159	ms
160	od
161	<n>
162	m
163	za
164	<del-prev>
165	<.>
166	xa
167	<:>
168	z
169	xo
170	<,>
171	zi
172	<.>
173	stre
174	ns
175	fl
176	hi
177	md
178	mo
179	oi
180	os
181	fa
182	d
183	re
184	ca
185	eb
186	e
187	ka
188	z
189	li
190	eu
191	e
192	ai
193	do
194	ku
195	ei
196	lm
197	fr
198	as
199	que
200	<n>
201	hl
202	ma
203	ln
204	wu
205	<del-next>
206	<;>
207	<:>
208	ug
209	<;>
210	tu
211	ot
212	pa
213	stri
214	spri
215	th
216	to
217	stra
218	sc
219	ok
220	mb
221	rs
222	ef
223	il
224	quo
225	ke
226	lf
227	ru
228	si
229	rb
230	ey
231	be
232	io
233	ag
234	ig
235	br
236	ko
237	ho
238	lo
239	mf
240	na
241	sp
242	st
243	hr
244	<del-next>
245	<n>
246	ur
247	<;>
248	<del-prev>
249	iz
250	ou
251	pe
252	or
253	stro
254	vi
255	um
256	<,>
257	tru
258	nt
259	gs
260	fa
261	ig
262	ki
263	lb
264	eh
265	dr
266	q
267	ra
268	em
269	ft
270	gt
271	is
272	du
273	rg
274	ib
275	ad
276	ih
277	pt
278	ba
279	in
280	ri
281	rn
282	el
283	da
284	eq
285	<n>
286	ze
287	<,>
288	<del-next>
289	ub
290	<del-next>
291	<:>
292	fu
293	ob
294	pi
295	spro
296	uc
297	vu
298	tre
299	pr
300	<n>
301	fi
302	ew
303	eo
304	lg
305	lu
306	kl
307	ds
308	ci
309	f
310	ia
311	ac
312	n
313	if
314	ps
315	ar
316	im
317	rd
318	am
319	id
320	rf
321	cu
322	ep
323	mt
324	na
325	og
326	<,>
327	ze
328	<.>
329	<n>
330	zo
331	s
332	up
333	ut
334	xu
335	hu
336	oz
337	stru
338	spra
339	tri
340	<del-prev>
341	om
342	nb
343	gr
344	gn
345	p
346	ld
347	ng
348	lz
349	et
350	qu
351	ro
352	it
353	g
354	rt
355	se
356	af
357	ie
358	k
359	qua
360	rp
361	au
362	ir
363	ls
364	mu
365	nc
366	oh
367	<,>
368	w
369	uk
370	<:>
371	z
372	<del-prev>
373	ux
374	<;>
375	<n>
376	spru
377	on
378	pf
379	ht
380	go
381	u
382	fo
383	ha
384	ed
385	lt
386	o
387	r
388	ch
389	kr
390	mp
391	s
392	ck
393	ct
394	y
395	co
396	y
397	bo
398	aq
399	m
400	<n>
