1	s
2	d
3	q
4	a
5	h
6	e
7	s
8	q
9	e
10	o
11	t
12	u
13	h
14	n
15	z
16	n
17	a
18	h
19	p
20	c
21	e
22	r
23	o
24	v
25	r
26	v
27	o
28	i
29	t
30	c
31	n
32	t
33	s
34	a
35	f
36	m
37	n
38	r
39	c
40	r
41	o
42	n
43	v
44	m
45	l
46	t
47	h
48	u
49	v
50	b
51	g
52	o
53	l
54	i
55	g
56	i
57	h
58	y
59	t
60	b
61	f
62	o
63	o
64	i
65	k
66	s
67	a
68	t
69	l
70	t
71	r
72	y
73	s
74	h
75	l
76	e
77	f
78	t
79	y
80	x
81	i
82	c
83	p
84	r
85	v
86	e
87	i
88	y
89	n
90	s
91	r
92	g
93	f
94	h
95	a
96	u
97	l
98	e
99	y
100	e
101	g
102	c
103	k
104	u
105	l
106	e
107	n
108	s
109	m
110	o
111	i
112	d
113	t
114	r
115	m
116	t
117	e
118	t
119	d
120	h
121	a
122	a
123	p
124	o
125	s
126	v
127	m
128	e
129	n
130	p
131	f
132	d
133	v
134	d
135	b
136	e
137	u
138	b
139	d
140	a
141	i
