1	s
2	d
3	q
4	a
5	i
6	e
7	s
8	q
9	e
10	p
11	t
12	u
13	i
14	n
15	z
16	n
17	a
18	h
19	p
20	c
21	e
22	r
23	o
24	u
25	r
26	v
27	p
28	i
29	t
30	c
31	o
32	s
33	r
34	a
35	e
36	n
37	n
38	r
39	c
40	r
41	o
42	n
43	v
44	m
45	l
46	s
47	i
48	u
49	u
50	b
51	g
52	o
53	m
54	l
55	g
56	i
57	h
58	y
59	t
60	a
61	e
62	o
63	o
64	i
65	l
66	s
67	a
68	t
69	l
70	t
71	r
72	y
73	s
74	h
75	m
76	e
77	e
78	t
79	y
80	x
81	k
82	c
83	q
84	q
85	u
86	d
87	i
88	z
89	n
90	r
91	r
92	f
93	f
94	g
95	a
96	u
97	l
98	e
99	x
100	e
101	f
102	c
103	l
104	u
105	m
106	e
107	n
108	s
109	m
110	o
111	l
112	c
113	t
114	r
115	n
116	t
117	e
118	s
119	d
120	i
121	a
122	a
123	p
124	o
125	s
126	v
127	m
128	e
129	n
130	p
131	f
132	d
133	v
134	d
135	b
136	e
137	u
138	b
139	d
140	a
141	i
